id,name,ProjectManagerName,projectName,status,startDate,deadline
64d2453e3fcfa243410d58b4,Ray-leena=test-Animation -Storyboards  (task unclear 4:30pm ),Un Assigned to any Project,Un Assigned to any project,Tasks Board,Tue May 23 2023 15:34:25 GMT+0200 (Eastern European Standard Time),Wed Aug 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58b6,Barbell-leena=test Edit-new category 44-sub new (card duplication on trello testing),Un Assigned to any Project,Un Assigned to any project,Tasks Board,Sun Jun 11 2023 14:16:33 GMT+0200 (Eastern European Standard Time),Sat Jun 10 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58b8,Ray-leena=test-Concepts - (TESTING DOUBLING 1),Un Assigned to any Project,Un Assigned to any project,Tasks Board,Thu May 25 2023 18:20:49 GMT+0200 (Eastern European Standard Time),Mon Aug 14 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58ba,Ray-project1 -new category 44-sub new 1 (Test),Un Assigned to any Project,Un Assigned to any project,Tasks Board,Sat Jun 24 2023 19:25:15 GMT+0200 (Eastern European Standard Time),Thu Jun 29 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58bc,Ray-leena=test-Copy -Translation  (test webhook),Un Assigned to any Project,Un Assigned to any project,In Progress,Mon May 22 2023 19:48:21 GMT+0200 (Eastern European Standard Time),Sun Jul 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58be,Ray-leena=test-Animation -Animated designs  (t2),Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 23 2023 15:18:55 GMT+0200 (Eastern European Standard Time),Wed Aug 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58c0, LateScheduling-3PM,Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 30 2023 13:55:32 GMT+0200 (Eastern European Standard Time),Sun Jun 11 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58c2,Ray-leena=test-new category 44- (TESTING DOUBLING),Un Assigned to any Project,Un Assigned to any project,In Progress,Thu May 25 2023 18:33:08 GMT+0200 (Eastern European Standard Time),Wed May 24 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58c4,TaskUnClear-3:17PM,Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 30 2023 14:16:39 GMT+0200 (Eastern European Standard Time),Tue May 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58c6,Ray-leena=test-new category 44-sub new 1 (canceld),Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 23 2023 15:48:46 GMT+0200 (Eastern European Standard Time),Sun Jul 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58c8,Ray-leena=test-Animation -Animated designs  (t5),Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 23 2023 15:28:36 GMT+0200 (Eastern European Standard Time),Wed May 24 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58ca,Ray-leena=test-new category 44-sub new (late scheduling 4:30pm ),Un Assigned to any Project,Un Assigned to any project,In Progress,Tue May 23 2023 15:29:42 GMT+0200 (Eastern European Standard Time),Sun Jul 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58cc,Ray-leena=test-new category 44-sub new (dustrpted),Un Assigned to any Project,Un Assigned to any project,Cancled,Tue May 23 2023 15:47:26 GMT+0200 (Eastern European Standard Time),Sun Jul 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58ce,Ray-leena=test-new category 44-sub new (late scheudling),Un Assigned to any Project,Un Assigned to any project,Cancled,Tue May 23 2023 22:17:48 GMT+0200 (Eastern European Standard Time),Wed Aug 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58d0,Barbell-leena=test Edit-new category 44-sub new (tRe),Un Assigned to any Project,Un Assigned to any project,Cancled,Mon May 29 2023 07:00:43 GMT+0200 (Eastern European Standard Time),Sun Jul 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58d2,Barbell-Testing create project-new category 44- (Testing Ezzat PM),Un Assigned to any Project,Un Assigned to any project,Review,Sun May 28 2023 10:58:57 GMT+0200 (Eastern European Standard Time),Sat May 27 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d2453e3fcfa243410d58d4, (TR),Un Assigned to any Project,Un Assigned to any project,Done,Tue May 30 2023 14:00:35 GMT+0200 (Eastern European Standard Time),Tue Jun 20 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d248c4b9c63517e75eed92,card duplication testing,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Sun Jun 11 2023 07:00:00 GMT+0200 (Eastern European Standard Time),Tue Jun 27 2023 14:15:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db632,Nawaf Elmohsem-leena test-Animation -3D models  (t4),Un Assigned to any Project,Un Assigned to any project,Tasks Board,Wed May 17 2023 14:10:05 GMT+0200 (Eastern European Standard Time),Tue May 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db634,cart,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d24f3f33876d1b3b4db636,card 1,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d24f3f33876d1b3b4db638,Nawaf Elmohsem-MohammedTest02,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Wed Mar 01 2023 00:00:00 GMT+0200 (Eastern European Standard Time),Fri Mar 31 2023 00:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db63a,Nawaf Elmohsem-hhhhhhhh,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Mon Apr 10 2023 02:00:00 GMT+0200 (Eastern European Standard Time),Sun Jun 11 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db63c,Barbell-Leena-test,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Tue May 02 2023 02:00:00 GMT+0200 (Eastern European Standard Time),Tue May 23 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db63e,Nawaf Elmohsem-leena test,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Tue May 16 2023 23:00:00 GMT+0200 (Eastern European Standard Time),Tue May 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db640,Ray-project1 ,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Mon May 08 2023 02:00:00 GMT+0200 (Eastern European Standard Time),Tue May 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db642,Ray-leena=test Edit,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Mon May 01 2023 02:00:00 GMT+0200 (Eastern European Standard Time),Wed Aug 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db644,Barbell-Testing create project hello,Un Assigned to any Project,Un Assigned to any project,Tasks Board,Mon May 01 2023 02:00:00 GMT+0200 (Eastern European Standard Time),Tue May 30 2023 23:00:00 GMT+0200 (Eastern European Standard Time)
64d24f3f33876d1b3b4db646,card 1,Un Assigned to any Project,Un Assigned to any project,Tasks Board,,
64d24f3f33876d1b3b4db648,card 2,Un Assigned to any Project,Un Assigned to any project,Cancled,,
64d25160a24c76ab15b4e42a,card 1,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d251f68cb4f95818afdbea,cart,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d251f68cb4f95818afdbec,card 1,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d251f68cb4f95818afdbee,card 1,Un Assigned to any Project,Un Assigned to any project,Tasks Board,,
64d251f68cb4f95818afdbf0,card 2,Un Assigned to any Project,Un Assigned to any project,Cancled,,
64d253938685975e7b4aa594,cart,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d253938685975e7b4aa596,card 1,Un Assigned to any Project,Un Assigned to any project,Not Clear,,
64d253938685975e7b4aa598,card 1,Un Assigned to any Project,Un Assigned to any project,Tasks Board,,
64d253938685975e7b4aa59a,card 2,Un Assigned to any Project,Un Assigned to any project,Cancled,,
